Plot,plot_id1,stock_seed_id,plot_block,plot_rep,StalkLodgingRawcount,Stand_count,Success.lodged,Failure.number_not_lodged,PC1,PC2,PC3,disease
VA35,16GD0227,NSL_53083_,13,1,0,17,0,17,-1.124431937,-30.96287472,-11.63705476,752.5
A441-5,16GD0228,Ames_24577_,13,1,0,4,0,4,-12.33124228,-4.955325971,1.215081436,530
VA26,16GD0229,Ames_27162_,13,1,0,14,0,14,27.72555207,-9.495974261,-5.850423801,1637.5
PA762,16GD0230,011:292-5,13,1,0,11,0,11,10.52293007,-46.39480863,-10.40739332,1297.5
CML11,16GD0231,Ames_27168_,13,1,0,19,0,19,-46.75739341,28.78774274,6.451921529,850
F2,16GD0232,Ames_27071_,13,1,0,16,0,16,NA,NA,NA,2407.5
FR4326,16GD0233,PI_540745_,13,1,0,10,NA,NA,NA,NA,NA,290
CML38,16GD0234,Ames_27088_,13,1,0,19,NA,NA,-43.72455848,25.45755654,3.815387644,1992.5
CQ183,16GD0235,Ames_27068_,14,1,0,17,NA,NA,NA,NA,NA,2582.5
TZI8,16GD0236,PI_506255_,14,1,0,18,NA,NA,NA,NA,NA,2582.5
MEF156-55-2,16GD0237,91:119-1,14,1,0,15,NA,NA,5.770679956,-44.87070826,-10.78220255,1112.5
VA102,16GD0238,NSL_445558_,14,1,0,12,NA,NA,-1.516114956,-26.34955676,-12.78540802,560
B64,16GD0239,PI_587143_,14,1,0,14,NA,NA,44.6582831,26.81784514,79.79854732,2280
CML10,16GD0240,Ames_27159_,14,1,0,15,NA,NA,-46.16270756,29.04711854,7.279585164,1012.5
MO46,16GD0241,001:55-2,14,1,13.33333333,15,2,13,8.327747424,-11.2113328,-4.943436049,450
H10,16GD0242,Ames_31535_,14,1,0,18,0,18,NA,NA,NA,690
NC354,16GD0243,PI_595561_,14,1,10,20,2,18,-59.1691763,49.8979737,-4.627986484,882.5
IA2132,16GD0244,011:292-5,14,1,76.47058824,17,13,4,13.86706209,-36.167697,-2.415219084,930
B109,16GD0245,Ames_20190_,14,1,0,15,0,15,98.17872797,62.17581045,-34.34727972,770
NC258,16GD0246,011:292-5,14,1,0,18,0,18,3.768505811,-46.97765857,-42.22736819,400
NC236,16GD0247,PI_594048_,14,1,0,15,0,15,1.199044606,-14.16233167,-3.8874005,1222.5
FR4326,16GD0248,Ames_27150_,14,1,0,17,0,17,NA,NA,NA,257.5
A188,16GD0249,91:174-1,14,1,0,9,0,9,-0.55328157,-20.77690215,-2.659514288,2345
N28HT,16GD0250,PI_608767_,14,1,66.66666667,18,12,6,32.60653528,6.235610416,8.680811919,1910
A659,16GD0251,NSL_65871_,14,1,16.66666667,18,3,15,11.4980658,-20.49533534,8.063083815,1750
KY21,16GD0252,Ames_27080_,14,1,6.25,16,1,15,4.320575183,-11.09334628,4.917624575,882.5
CML92,16GD0253,Ames_27130_,15,1,29.41176471,17,5,12,-26.058757,20.59836589,7.309515358,1077.5
I205,16GD0254,NSL_81599_,15,1,21.42857143,14,3,11,21.7790985,-14.7474697,10.33581932,1475
B84,16GD0255,Ames_27138_,15,1,0,17,0,17,68.95123238,28.00644325,5.301944346,545
H101,16GD0256,Ames_22443_,15,1,0,12,0,12,NA,NA,NA,575
NC308,16GD0257,011:292-5,15,1,0,19,0,19,NA,NA,NA,530
B105,16GD0258,Ames_12734_,15,1,20,15,3,12,31.73570619,6.005933544,-1.200490154,1217.5
FR4326,16GD0259,PI_531084_,15,1,0,17,0,17,NA,NA,NA,642.5
CM37,16GD0260,PI_597927_,15,1,17.64705882,17,3,14,7.103234036,-39.58247299,6.136856814,1015
FR4326,16GD0261,Ames_28364_,15,1,21.05263158,19,4,15,NA,NA,NA,435
CML52,16GD0262,Ames_27173_,15,1,20,15,3,12,-42.25705256,30.22814533,2.996859902,2037.5
38-11,16GD0263,91:162-4,15,1,42.10526316,19,8,11,17.20229026,-25.8778891,-5.020730623,1205
CQ183,16GD0264,PI_583351_,15,1,0,15,0,15,NA,NA,NA,2582.5
NC326,16GD0265,Ames_27072_,15,1,50,20,10,10,117.5285131,76.72342414,-39.42898129,1092.5
A682,16GD0266,PI_550440_,15,1,40,20,8,12,8.52082715,-32.74457699,-21.36716081,1720
Q6199,16GD0267,PI_587151_,15,1,0,18,NA,NA,NA,NA,NA,2360
CQ174,16GD0268,Ames_27135_,15,1,0,0,NA,NA,NA,NA,NA,NA
TZI25,16GD0269,PI_506246_,15,1,8.333333333,12,1,11,-6.984355574,30.68266082,-4.658652854,2310
CH9,16GD0270,001:55-2,15,1,16.66666667,18,3,15,4.39352227,-20.37079901,11.04980089,850
CML228,16GD0271,PI_595534_,16,1,0,16,0,16,-44.97867473,30.64671387,0.451133052,1397.5
TZI11,16GD0272,011:292-5,16,1,0,17,0,17,-27.17156559,17.73512231,-1.159251303,1637.5
CML5,16GD0273,PI_257506_,16,1,0,0,0,0,-43.23900313,25.80290848,1.110077961,NA
NC344,16GD0274,Ames_27258_,16,1,0,0,0,0,1.18796582,-45.62131866,-46.00545807,NA
FR4326,16GD0275,Ames_27184_,16,1,31.57894737,19,6,13,NA,NA,NA,355
NC332,16GD0276,PI_587149_,16,1,26.31578947,19,5,14,NA,NA,NA,2582.5
IDS91,16GD0277,Ames_27064_,16,1,0,14,0,14,3.793256749,-46.56144641,-21.42695781,2005
SC213R,16GD0278,PI_587150_,16,1,7.692307692,13,1,12,-12.40108517,-11.9356155,-2.202457502,962.5
A679,16GD0279,Ames_26787_,16,1,20,15,3,12,97.46308958,60.78564834,-41.57077115,997.5
TZI10,16GD0280,PI_587154_,16,1,0,14,0,14,-37.04511953,22.75446892,1.788860558,2135
KI14,16GD0281,Ames_27069_,16,1,0,18,0,18,-39.62604548,24.64113281,-0.881663506,980
PA875,16GD0282,Ames_27083_,16,1,6.25,16,1,15,-4.064198399,-10.32535164,-2.208489326,725
CML341,16GD0283,NSL_65865_,16,1,0,17,0,17,-42.01397723,29.23912623,-1.283767593,1060
MO47,16GD0284,Ames_26808_,16,1,0,16,0,16,-0.621237958,2.78509242,1.827147717,882.5
NC250,16GD0285,Ames_27144_,16,1,0,13,0,13,23.6909811,20.08487632,-41.76504703,725
CML254,16GD0286,001:55-2,16,1,0,17,0,17,-42.67560866,26.37222028,1.56523368,1590
CQ184A,16GD0287,011:254-2,16,1,0,8,NA,NA,NA,NA,NA,NA
N6,16GD0288,PI_594046_,16,1,0,14,0,14,7.957560546,-23.47912555,0.009598438,882.5
CM105,16GD0289,PI_587124_,17,1,50,14,7,7,60.41833459,11.74798859,78.01715105,1750
FR4326,16GD0290,011:292-5,17,1,0,14,0,14,NA,NA,NA,NA
NC342,16GD0291,Ames_27167_,17,1,0,15,NA,NA,1.213112974,-41.7350213,-47.65668083,352.5
F7,16GD0292,PI_257507_,17,1,0,13,0,13,-2.765921552,-31.23388411,-2.787474703,2022.5
CI64,16GD0293,Ames_19314_,17,1,0,14,0,14,-12.04276436,-9.126918166,7.313167587,545
H95,16GD0294,Ames_19319_,17,1,0,19,NA,NA,2.121193983,-25.40776909,-9.476270811,672.5
ND246,16GD0295,PI_550490_,17,1,81.25,16,13,3,3.653351769,-25.18670463,4.134703428,1927.5
FR4326,16GD0296,011:292-5,17,1,0,15,0,15,NA,NA,NA,257.5
MO17,16GD0297,PI_558532_,17,1,0,15,NA,NA,7.818376191,-32.1236089,-37.05950662,305
SD40,16GD0298,PI_606768_,17,1,0,13,0,13,28.8033304,-5.121191454,-0.709582263,385
NC230,16GD0299,Ames_12731_,17,1,0,17,0,17,-2.741792504,-12.63826445,-6.418521776,597.5
CML314,16GD0300,Ames_27094_,17,1,0,16,0,16,-41.75760674,22.72273517,5.054676221,867.5
NC366,16GD0301,Ames_27179_,17,1,0,17,0,17,-23.25559515,3.946937395,-7.485642832,997.5
NC314,16GD0302,Ames_27153_,17,1,0,14,0,14,65.3067883,42.1669398,-55.81521945,560
R177,16GD0303,NSL_30894_,17,1,29.41176471,17,5,12,8.542936378,-32.0167045,2.451575431,1125
CQ184A,16GD0304,011:196-1,17,1,0,16,0,16,NA,NA,NA,820
NC262,16GD0305,PI_531085_,17,1,0,12,NA,NA,-0.6497355,-44.21865023,-48.79814265,662.5
A6,16GD0306,Ames_27062_,17,1,0,13,NA,NA,-41.4510437,30.94404695,3.508071962,2072.5
CQ184A,16GD0307,011:196-1,18,1,0,11,NA,NA,NA,NA,NA,NA
A680,16GD0308,Ames_23503_,18,1,0,16,0,16,115.0132126,72.68300368,-40.88688116,885
I137TN,16GD0309,Ames_27116_,18,1,0,17,0,17,-18.26549584,-1.056309045,1.246524673,657.5
I29,16GD0310,Ames_27115_,18,1,0,20,NA,NA,3.45471888,-23.5585131,2.299968831,1287.5
CML61,16GD0311,Ames_27078_,18,1,23.52941176,17,4,13,-39.04712404,26.61401071,4.242000678,885
NC300,16GD0312,Ames_27146_,18,1,0,20,NA,NA,-50.32111089,30.32084419,-3.98751502,2440
MO45,16GD0313,PI_583350_,18,1,0,17,0,NA,-0.268157224,-5.271648899,-3.34571323,1975
CML157Q,16GD0314,Ames_27084_,18,1,56.25,16,9,7,-39.24073385,24.63151688,9.442898701,2487.5
MO1W,16GD0315,PI_558520_,18,1,5.882352941,17,1,16,-6.488908193,-17.76534618,14.64594207,645
VA14,16GD0316,Ames_27192_,18,1,0,15,0,15,-0.513800415,-28.65131152,-4.797409203,755
FR4326,16GD0317,011:292-5,18,1,0,16,0,16,NA,NA,NA,402.5
CML14,16GD0318,Ames_27074_,18,1,0,17,0,17,-40.97858833,26.97960805,2.096907755,900
C49,16GD0319,Ames_28290_,18,1,68.42105263,19,13,6,NA,NA,NA,2247.5
YU796_NS,16GD0320,Ames_27196_,18,1,22.22222222,18,4,14,1.346996624,-20.42339161,-7.649610848,482.5
A619,16GD0321,PI_587139_,18,1,0,18,0,18,13.6116358,-45.65231434,-8.615151613,962.5
KI44,16GD0322,Ames_27260_,18,1,16.66666667,18,3,15,-34.79644103,22.17052893,-3.457560551,2280
CQ184A,16GD0323,011:196-1,18,1,0,11,NA,NA,NA,NA,NA,NA
NC322,16GD0324,Ames_27157_,18,1,29.41176471,17,5,12,NA,NA,NA,2487.5
H105W,16GD0325,PI_587127_,19,1,35.29411765,17,6,11,46.59322518,8.867171673,70.20243403,2215
SC357,16GD0326,NSL_53094_,19,1,55.55555556,18,10,8,-5.496479952,-1.793210895,5.34279319,2007.5
M14,16GD0327,NSL_30867_,19,1,0,17,0,17,17.08297047,-23.37632449,3.397765116,947.5
CML261,16GD0328,Ames_27091_,19,1,52.94117647,17,9,8,-40.88920563,26.79218744,2.12169011,2182.5
A654,16GD0329,PI_587141_,19,1,21.42857143,14,3,11,-2.418116975,-16.80966102,9.621200978,1205
NC372,16GD0330,Ames_27182_,19,1,0,18,0,18,NA,NA,NA,965
VAW6,16GD0331,Ames_19000_,19,1,0,15,0,15,-1.266030999,-13.34840621,-1.529060772,1045
M162W,16GD0332,Ames_27134_,19,1,0,14,0,14,-17.52926801,-9.400982011,8.930247432,995
NC260,16GD0333,Ames_27140_,19,1,0,12,0,12,8.35270998,-20.67108907,-8.487415894,752.5
CI3A,16GD0334,Ames_26116_,19,1,36.84210526,19,7,12,7.720562595,-20.89768627,8.367149853,2037.5
CQ184A,16GD0335,011:196-1,19,1,0,10,NA,NA,NA,NA,NA,NA
C103,16GD0336,Ames_19284_,19,1,0,15,NA,NA,0.607414446,-43.19076273,-40.41082742,355
CML218,16GD0337,Ames_27086_,19,1,47.05882353,17,8,9,-40.51909962,22.94623814,4.001256018,2392.5
KY226,16GD0338,Ames_27131_,19,1,0,15,0,15,-4.375266283,4.989526994,-6.008752091,482.5
FR4326,16GD0339,011:292-5,19,1,0,14,0,14,NA,NA,NA,355
VA17,16GD0340,Ames_19002_,19,1,0,17,0,17,-0.207081031,-31.36517353,-3.527555368,385
CI21E,16GD0341,CIze_21_,19,1,0,17,0,17,23.91155959,-2.874549031,9.064567786,835
CML332,16GD0342,Ames_27100_,19,1,0,17,0,17,-43.27318619,30.05802516,9.425039081,2630
B57,16GD0343,PI_550472_,20,2,12.5,16,2,14,-0.043149626,-13.91885848,3.405622365,787.5
CML52,16GD0344,PI_595561_,20,2,0,6,NA,NA,-42.25705256,30.22814533,2.996859902,1155
N7A,16GD0345,Ames_28366_,20,2,0,15,NA,NA,40.00976945,1.134412308,26.88151559,2630
IL101,16GD0346,Ames_27119_,20,2,0,16,NA,NA,18.07986288,-58.45712579,1.889732698,1225
KI3,16GD0347,Ames_27123_,20,2,0,18,NA,NA,-44.27741348,32.19240894,-1.445472668,500
FR4326,16GD0348,011:292-5,20,2,0,15,0,15,NA,NA,NA,387.5
CI31A,16GD0349,Ames_21512_,20,2,0,11,0,11,0.504381342,-12.291575,-0.339863231,805
CQ184A,16GD0350,2:277-1,20,2,0,0,0,0,NA,NA,NA,NA
M14,16GD0351,NSL_30867_,20,2,0,17,0,17,17.08297047,-23.37632449,3.397765116,755
NC306,16GD0352,Ames_27149_,20,2,0,14,0,14,86.46666717,60.93866966,-56.75103441,1092.5
SG18,16GD0353,NSL_75979_,20,2,0,17,0,17,5.848902225,-34.35037935,-12.48786819,867.5
NC344,16GD0354,Ames_27168_,20,2,66.66666667,18,12,6,1.18796582,-45.62131866,-46.00545807,500
MT42,16GD0355,Ames_20140_,20,2,0,13,0,13,4.57574921,-16.78285018,3.46049604,2535
CML321,16GD0356,Ames_27095_,20,2,0,18,0,18,-42.04858384,24.24700811,1.31529516,802.5
CML157Q,16GD0357,Ames_27084_,20,2,0,8,NA,NA,-39.24073385,24.63151688,9.442898701,2535
H10,16GD0358,91:162-4,20,2,0,16,0,16,NA,NA,NA,917.5
33-16,16GD0359,Ames_26771_,20,2,0,17,0,17,0.539686033,-18.56046063,6.661915334,612.5
NC290A,16GD0360,Ames_27141_,20,2,0,12,0,12,-0.978645103,-45.76666337,-52.91401206,NA
NC296,16GD0361,011:292-5,21,2,0,16,0,16,-70.94879394,58.75820393,-11.39140598,NA
K4,16GD0362,001:55(x)-1,21,2,10,20,2,18,8.087195303,-12.69957895,2.112241651,1012.5
NC336,16GD0363,Ames_27178_,21,2,0,16,0,16,-67.1112213,58.26204757,-9.052153494,997.5
CML103,16GD0364,Ames_27091_,21,2,6.25,16,1,15,-28.44430472,16.55204844,1.236552253,997.5
KI21,16GD0365,011:196-1,21,2,0,16,0,16,-23.74384879,3.622274709,-15.43895828,1432.5
A680,16GD0366,PI_550440_,21,2,0,18,0,18,115.0132126,72.68300368,-40.88688116,645
SD44,16GD0367,Ames_31537_,21,2,0,16,0,16,10.33501049,-19.40793592,2.853947241,802.5
SA24,16GD0368,PI_595534_,21,2,0,19,0,19,-0.703594899,-41.25162972,-16.09474919,737.5
NC332,16GD0369,PI_594047_,21,2,10.52631579,19,2,17,NA,NA,NA,2375
CQ183,16GD0370,Ames_27146_,21,2,0,18,NA,NA,NA,NA,NA,2582.5
Il677a,16GD0371,Ames_32877_,21,2,46.15384615,13,6,7,7.048775848,-38.36265561,0.288165317,290
IA2132,16GD0372,Ames_28367_,21,2,75,8,6,2,13.86706209,-36.167697,-2.415219084,785
B97,16GD0373,Ames_20190_,21,2,0,15,0,15,12.80643651,-18.96758231,1.268521887,707.5
A682,16GD0374,011:292-5,21,2,56.25,16,9,7,8.52082715,-32.74457699,-21.36716081,1302.5
W153R,16GD0375,PI_540745_,21,2,0,16,NA,NA,2.853385964,-21.37992503,4.505166365,1285
A654,16GD0376,Ames_27113_,21,2,0,7,0,7,-2.418116975,-16.80966102,9.621200978,1432.5
FR4326,16GD0377,Ames_27171_,21,2,0,16,0,16,NA,NA,NA,387.5
P39,16GD0378,PI_587130_,21,2,64.28571429,14,9,5,17.56201466,-61.89522224,-2.021288541,900
SG1533,16GD0379,Ames_27174_,22,2,0,15,NA,NA,1.668695541,-32.60970144,-12.11231726,1220
KY226,16GD0380,Ames_19284_,22,2,0,0,NA,NA,-4.375266283,4.989526994,-6.008752091,NA
OS420,16GD0381,Ames_28939_,22,2,0,14,NA,NA,16.2123042,-15.5759409,-0.073895879,1480
AB28A,16GD0382,011:292-5,22,2,15.78947368,19,3,16,-0.71922483,-12.29781207,-4.335430412,1735
NC232,16GD0383,Ames_24577_,22,2,30,10,3,7,-7.865716034,-5.526093463,3.364906432,1815
T232,16GD0384,Ames_27082_,22,2,15.78947368,19,3,16,3.951456921,-1.069914285,13.02710897,1110
CML61,16GD0385,PI_550461_,22,2,12.5,16,2,14,-39.04712404,26.61401071,4.242000678,1157.5
FR4326,16GD0386,Ames_27072_,22,2,0,16,0,16,NA,NA,NA,595
CQ184A,16GD0387,Ames_27107_,22,2,0,0,NA,NA,NA,NA,NA,NA
NC324,16GD0388,Ames_12729_,22,2,0,13,0,13,56.46249013,43.74653069,-60.5384587,495
B76,16GD0389,PI_550558_,22,2,0,15,0,15,37.0049393,7.617115858,-25.04577874,335
F2,16GD0390,PI_583350_,22,2,13.33333333,15,2,13,NA,NA,NA,2440
R177,16GD0391,011:196-1,22,2,0,14,0,14,8.542936378,-32.0167045,2.451575431,755
NC238,16GD0392,PI_550467_,22,2,0,15,0,15,-10.95847136,-5.479224453,4.494551957,2487.5
B52,16GD0393,Ames_27258_,22,2,16.66666667,18,3,15,13.17106707,-14.49556818,-6.602594114,1910
NC354,16GD0394,Ames_27080_,22,2,21.42857143,14,3,11,-59.1691763,49.8979737,-4.627986484,1172.5
NC346,16GD0395,Ames_27145_,22,2,0,8,NA,NA,-70.78917039,58.74822659,-11.20488565,820
KUI2021,16GD0396,011:292-5,22,2,0,18,0,18,NA,NA,NA,1252.5
FR4326,16GD0397,Ames_27129_,23,2,0,16,0,16,NA,NA,NA,662.5
NC296A,16GD0398,Ames_27169_,23,2,0,13,0,13,-70.23995443,58.78096611,-11.55796374,787.5
CML92,16GD0399,Ames_27173_,23,2,0,17,0,17,-26.058757,20.59836589,7.309515358,1302.5
CML11,16GD0400,PI_550454_,23,2,0,19,0,19,-46.75739341,28.78774274,6.451921529,802.5
B37,16GD0401,Ames_12735_,23,2,0,19,0,19,51.06617776,10.94399871,-23.95468751,545
CQ184A,16GD0402,NSL_30894_,23,2,0,0,NA,NA,NA,NA,NA,NA
MO45,16GD0403,PI_257506_,23,2,0,20,0,20,-0.268157224,-5.271648899,-3.34571323,1415
DE811,16GD0404,PI_550483_,23,2,0,17,0,17,38.51833018,13.34783486,45.71405277,1575
NC222,16GD0405,Ames_27158_,23,2,0,15,0,15,-2.732669843,-16.18073154,4.194822603,852.5
CO255,16GD0406,011:196-1,23,2,68.75,16,11,5,-3.356248807,-28.41555682,0.33973009,1352.5
CML10,16GD0407,011:292-5,23,2,6.25,16,1,15,-46.16270756,29.04711854,7.279585164,1222.5
B14A,16GD0408,Ames_27078_,23,2,11.76470588,17,2,15,87.00017478,37.20729802,96.84559765,1575
CML108,16GD0409,PI_550522_,23,2,36.84210526,19,7,12,-32.38015847,16.11018917,-1.961658627,1302.5
IDS91,16GD0410,Ames_12732_,23,2,23.52941176,17,4,13,3.793256749,-46.56144641,-21.42695781,1895
FR4326,16GD0411,Ames_18999_,23,2,0,15,0,15,NA,NA,NA,565
MO44,16GD0412,NSL_65874_,23,2,0,18,0,18,14.75397319,-19.23740746,0.795661783,547.5
C103,16GD0413,Ames_27131_,23,2,12.5,16,2,14,0.607414446,-43.19076273,-40.41082742,642.5
NC356,16GD0414,PI_587132_,23,2,11.76470588,17,2,15,-50.38864048,30.52342336,-3.934690696,882.5
4722,16GD0415,Ames_28186_,24,2,0,17,0,17,3.373167495,-41.35235071,-9.666009047,947.5
NC350,16GD0416,011:292-5,24,2,0,18,NA,NA,-57.50082902,46.13946815,-1.947513811,1075
GT112,16GD0417,PI_587141_,24,2,0,0,2,-2,-16.0254279,-5.87815896,-1.509433446,NA
TZI11,16GD0418,PI_587154_,24,2,0,18,0,18,-27.17156559,17.73512231,-1.159251303,1540
FR4326,16GD0419,PI_587143_,24,2,0,17,0,17,NA,NA,NA,452.5
CM37,16GD0420,PI_564682_,24,2,0,18,0,18,7.103234036,-39.58247299,6.136856814,1092.5
CI.7,16GD0421,Ames_28364_,24,2,0,16,NA,NA,9.054564764,-17.81699973,6.386474681,930
A641,16GD0422,Ames_27120_,24,2,0,11,0,11,42.55263735,7.271609976,62.37554149,1172.5
NC300,16GD0423,001:55-2,24,2,0,16,NA,NA,-50.32111089,30.32084419,-3.98751502,2022.5
B104,16GD0424,Ames_27162_,24,2,0,11,NA,NA,63.3780185,26.05150773,4.604268474,1127.5
CML38,16GD0425,Ames_27188_,24,2,0,16,0,16,-43.72455848,25.45755654,3.815387644,1240
CI28A,16GD0426,PI_524969_,24,2,5,20,1,19,-3.696627339,-5.08161588,1.41241627,595
B64,16GD0427,Ames_23503_,24,2,0,17,NA,NA,44.6582831,26.81784514,79.79854732,1492.5
CQ184A,16GD0428,Ames_27125_,24,2,NA,NA,NA,NA,NA,NA,NA,NA
CML261,16GD0429,Ames_27081_,24,2,0,17,0,17,-40.88920563,26.79218744,2.12169011,1542.5
NC364,16GD0430,Ames_27164_,24,2,0,11,NA,NA,-19.09515424,-25.41176362,-41.96467774,1865
CQ183,16GD0431,NSL_30038_,24,2,0,17,NA,NA,NA,NA,NA,2630
FR4326,16GD0432,Ames_27144_,24,2,0,13,0,13,NA,NA,NA,225
I29,16GD0433,Ames_27115_,25,2,56.25,16,9,7,3.45471888,-23.5585131,2.299968831,1317.5
CML264,16GD0434,PI_595544_,25,2,0,12,0,12,-41.52901857,27.91072585,3.868968,770
NC250,16GD0435,PI_550555_,25,2,0,16,0,16,23.6909811,20.08487632,-41.76504703,272.5
CML45,16GD0436,Ames_27076_,25,2,0,6,0,6,-45.7654105,27.75622987,3.472091228,915
D940Y,16GD0437,Ames_27108_,25,2,5.555555556,18,1,17,-5.538614148,-9.050781136,2.77914235,1685
CO106,16GD0438,Ames_27105_,25,2,63.63636364,11,7,4,3.420020618,-21.36548447,7.197352884,2582.5
FR4326,16GD0439,011:292-5,25,2,0,19,0,19,NA,NA,NA,257.5
B103,16GD0440,PI_594046_,25,2,0,19,0,19,18.05203124,-18.89515929,6.944714961,530
ND246,16GD0441,PI_550490_,25,2,0,15,NA,NA,3.653351769,-25.18670463,4.134703428,2310
A239,16GD0442,Ames_23405_,25,2,0,16,NA,NA,15.64477622,-18.56891165,10.77078731,1940
CI66,16GD0443,PI_587148_,25,2,0,17,NA,NA,-11.03234293,-9.263131882,1.859957349,530
CQ184A,16GD0444,011:196-1,25,2,0,0,NA,NA,NA,NA,NA,NA
KUI2007,16GD0445,Ames_27128_,25,2,0,19,NA,NA,NA,NA,NA,1172.5
OH40B,16GD0446,NSL_28966_,25,2,10.52631579,19,2,17,11.1869718,-41.98589319,-12.95783566,852.5
B73HTRHM,16GD0447,Ames_27065_,25,2,25,20,5,15,119.8108135,77.20368014,-44.083382,1395
B105,16GD0448,PI_594048_,25,2,0,14,NA,NA,31.73570619,6.005933544,-1.200490154,1220
CML323,16GD0449,Ames_27097_,25,2,11.11111111,18,2,16,-26.07168123,14.55539057,2.768178046,942.5
VA102,16GD0450,PI_587151_,25,2,7.692307692,13,1,12,-1.516114956,-26.34955676,-12.78540802,545
CQ184A,16GD0451,011:196-1,26,2,0,13,0,13,NA,NA,NA,NA
I205,16GD0452,NSL_65871_,26,2,0,15,NA,NA,21.7790985,-14.7474697,10.33581932,1605
N192,16GD0453,PI_550566_,26,2,0,17,NA,NA,102.0166102,60.94915557,0.780215804,2327.5
TZI16,16GD0454,PI_540747_,26,2,0,17,NA,NA,-15.35285878,13.71410672,0.687895998,1207.5
